ID,Market,Survey date,Customer Name,Month,Quarter,NPS
3546,US,20/04/2021,Michelle Mayer,4,2,0
3547,US,30/06/2021,Elizabeth Mora DDS,6,2,6
3548,MEX,17/08/2021,Lori Thompson,8,3,0
3549,US,30/05/2021,Carol Torres,5,2,10
3550,MEX,05/04/2021,Robert White,4,2,0
3551,UK,23/11/2021,Nicole Bauer DDS,11,4,10
3552,UK,15/09/2021,Melissa Walsh,9,3,1
3553,UK,24/03/2021,Ashley Conley,3,1,8
3554,US,14/10/2021,Matthew Allen,10,4,6
3555,UK,12/02/2021,Thomas Johnson,2,1,4
3556,MEX,27/08/2021,Cristian Thomas,8,3,10
3557,MEX,15/05/2021,Sarah Williams,5,2,9
3558,MEX,04/11/2021,Carolyn Williams,11,4,8
3559,UK,11/01/2021,John Sanders III,1,1,10
3560,MEX,24/08/2021,Holly Mendoza DDS,8,3,5
3561,UK,19/02/2021,Joseph Fisher,2,1,0
3562,MEX,28/09/2021,James Watson,9,3,10
3563,MEX,15/05/2021,Jill Copeland,5,2,9
3564,UK,21/04/2021,Julie Brown,4,2,7
3565,MEX,17/12/2021,Diane Baxter,12,4,9
3566,MEX,09/07/2021,Amy Parker,7,3,7
3567,MEX,29/10/2021,Mark Adams,10,4,10
3568,UK,31/05/2021,Tracy Gordon,5,2,10
3569,MEX,25/09/2021,Amanda Willis,9,3,4
3570,MEX,22/10/2021,Michael Meza,10,4,7
3571,UK,12/06/2021,William Campos,6,2,9
3572,UK,05/12/2021,John Smith,12,4,9
3573,UK,01/10/2021,Frank Johnson,10,4,10
3574,UK,16/10/2021,James Romero,10,4,7
3575,US,05/02/2021,Chad Shannon,2,1,10
3576,MEX,09/06/2021,Brian Bartlett,6,2,10
3577,UK,12/03/2021,Stephanie Taylor,3,1,8
3578,MEX,30/11/2021,Tiffany Mcintosh,11,4,0
3579,UK,14/11/2021,Billy Melton,11,4,9
3580,MEX,20/06/2021,Carrie Hoffman,6,2,10
3581,US,30/03/2021,Jamie Rodriguez,3,1,2
3582,UK,12/09/2021,Belinda Johnson,9,3,3
3583,UK,26/10/2021,Katherine Contreras,10,4,1
3584,UK,30/06/2021,William Howell,6,2,10
3585,MEX,31/07/2021,Larry May,7,3,10
3586,UK,23/10/2021,Logan Watts,10,4,7
3587,MEX,04/09/2021,Monica Oliver,9,3,0
3588,MEX,24/11/2021,Lisa Carr,11,4,10
3589,US,08/08/2021,Austin Peck,8,3,0
3590,UK,24/12/2021,Tanya Burgess,12,4,8
3591,MEX,03/08/2021,Robert Blackwell,8,3,10
3592,UK,19/09/2021,Deborah Sherman,9,3,3
3593,US,28/11/2021,Matthew Bauer,11,4,10
3594,UK,13/11/2021,Billy Howard,11,4,8
3595,UK,12/09/2021,David Lambert,9,3,6
3596,US,20/06/2021,Mr. Andrew Stewart,6,2,10
3597,MEX,04/09/2021,Darryl Briggs,9,3,1
3598,UK,04/04/2021,Thomas Bailey,4,2,10
3599,MEX,01/06/2021,Troy Chung,6,2,0
3600,UK,31/05/2021,Richard Livingston,5,2,5
3601,US,06/05/2021,Nicholas Drake,5,2,0
3602,UK,04/09/2021,Jenna Wright,9,3,7
3603,MEX,18/02/2021,Gregory Davis,2,1,10
3604,MEX,13/11/2021,Luis Edwards,11,4,0
3605,UK,03/05/2021,Patrick Rodriguez,5,2,8
3606,UK,21/12/2021,Sarah Anderson,12,4,8
3607,US,04/12/2021,Jane Craig,12,4,5
3608,US,22/06/2021,Timothy Berry,6,2,9
3609,UK,05/08/2021,James Miller,8,3,10
3610,UK,10/08/2021,Jennifer Anthony,8,3,2
3611,UK,14/12/2021,Joan Hopkins,12,4,8
3612,US,24/01/2021,Michaela Willis,1,1,10
3613,MEX,21/06/2021,Susan Gordon,6,2,0
3614,MEX,20/01/2021,Bryan David,1,1,9
3615,MEX,13/08/2021,Michael Lawrence,8,3,9
3616,UK,03/05/2021,Kevin Montgomery,5,2,6
3617,UK,24/02/2021,Bobby Sanford,2,1,2
3618,US,15/04/2021,Edward Russo,4,2,2
3619,UK,21/12/2021,Jill Blackburn,12,4,10
3620,US,03/01/2021,Joel Smith,1,1,7
3621,MEX,26/05/2021,Pam Hartman,5,2,10
3622,UK,31/10/2021,Tina Osborne,10,4,5
3623,MEX,13/01/2021,Jason Gardner,1,1,9
3624,US,25/07/2021,Julia Cruz,7,3,1
3625,MEX,08/02/2021,Travis Johnson,2,1,9
3626,MEX,30/08/2021,Ronnie Buchanan,8,3,10
3627,UK,14/01/2021,Pam Kelly,1,1,10
3628,US,20/04/2021,Steven Barrett,4,2,10
3629,UK,04/02/2021,Tony Henderson,2,1,8
3630,UK,12/10/2021,Virginia Briggs,10,4,3
3631,US,13/09/2021,Jeffrey Carter,9,3,8
3632,US,25/07/2021,Rebecca Murphy,7,3,3
3633,MEX,14/06/2021,Ebony Booker,6,2,0
3634,MEX,08/03/2021,John Zimmerman,3,1,9
3635,US,06/12/2021,Jeremy Randolph,12,4,0
3636,US,07/09/2021,Amy Brown,9,3,10
3637,MEX,04/07/2021,John Brown,7,3,9
3638,US,14/11/2021,Catherine Baker,11,4,9
3639,UK,01/11/2021,Angela Thompson,11,4,9
3640,UK,28/02/2021,Adam Richardson,2,1,10
3641,UK,16/12/2021,Jason Bryant,12,4,10
3642,UK,01/02/2021,Joseph Newton,2,1,10
3643,MEX,10/08/2021,Katherine Nichols,8,3,4
3644,US,06/06/2021,Lorraine Larson,6,2,5
3645,MEX,08/02/2021,Dawn Smith,2,1,9
3646,US,10/03/2021,Cole Parks,3,1,0
3647,US,02/03/2021,Scott Ruiz,3,1,9
3648,UK,31/07/2021,Anna Roman,7,3,10
3649,US,25/07/2021,Jeffrey Smith,7,3,1
3650,US,09/04/2021,Aaron Sandoval,4,2,10
3651,MEX,29/11/2021,Wanda Taylor,11,4,2
3652,US,12/05/2021,Lynn Gilbert MD,5,2,9
3653,US,12/06/2021,Erin Johnson,6,2,10
3654,US,07/08/2021,Lisa Watson,8,3,10
3655,MEX,22/10/2021,Matthew Parks,10,4,10
3656,UK,29/10/2021,David Franco,10,4,9
3657,US,19/10/2021,Paul Jones,10,4,3
3658,US,04/10/2021,Brandon Gordon,10,4,10
3659,UK,01/02/2021,Matthew Meyers,2,1,10
3660,US,22/06/2021,Carla Evans,6,2,10
3661,US,10/05/2021,Raymond Ortiz,5,2,10
3662,UK,26/11/2021,Leslie Brewer,11,4,9
3663,MEX,15/02/2021,Andrew Garcia,2,1,5
3664,MEX,09/01/2021,Mrs. Sharon Cook,1,1,5
3665,US,18/01/2021,Mary Russell,1,1,10
3666,US,23/04/2021,Catherine Steele,4,2,10
3667,MEX,19/11/2021,Cynthia Owen,11,4,0
3668,MEX,26/09/2021,Mrs. Miranda Hall,9,3,10
3669,MEX,07/12/2021,Brittany Barrett,12,4,9
3670,UK,30/12/2021,Nicole Hansen,12,4,9
3671,MEX,17/11/2021,Heather Scott,11,4,9
3672,MEX,23/10/2021,Pamela Romero,10,4,8
3673,MEX,25/02/2021,Frank Walters,2,1,0
3674,UK,24/02/2021,Dalton Brown,2,1,0
3675,MEX,18/04/2021,Henry Chung,4,2,10
3676,UK,07/11/2021,Kayla Saunders,11,4,10
3677,MEX,06/05/2021,Curtis Castillo,5,2,0
3678,UK,22/03/2021,Jerry Graves,3,1,6
3679,US,11/10/2021,Melissa Camacho,10,4,3
3680,UK,02/07/2021,Michelle Phillips,7,3,10
3681,UK,25/04/2021,James Ayala,4,2,10
3682,MEX,09/06/2021,David Washington,6,2,0
3683,UK,16/09/2021,Travis Walker,9,3,8
3684,MEX,08/08/2021,Lucas Wagner,8,3,10
3685,UK,12/08/2021,Walter Summers,8,3,6
3686,US,05/12/2021,Roy Ortega,12,4,0
3687,MEX,23/08/2021,Alicia Roberts,8,3,8
3688,UK,28/03/2021,Raymond Garcia,3,1,10
3689,US,17/01/2021,John Hall,1,1,0
3690,UK,27/03/2021,Sheila Thomas,3,1,10
3691,US,01/03/2021,Thomas Mora,3,1,10
3692,UK,03/07/2021,Jeffery Wright,7,3,6
3693,MEX,06/03/2021,Tricia Johnson,3,1,10
3694,MEX,02/09/2021,Erica Chandler,9,3,10
3695,MEX,05/12/2021,Jose Simmons,12,4,4
3696,MEX,03/11/2021,Tammy Owens,11,4,5
3697,MEX,18/02/2021,Sarah James,2,1,0
3698,UK,12/11/2021,Lisa Johnson,11,4,8
3699,UK,09/07/2021,Paul James,7,3,8
3700,MEX,10/08/2021,Raymond Smith,8,3,9
3701,MEX,20/01/2021,Brandy Gray,1,1,10
3702,MEX,23/04/2021,Sarah Boyle,4,2,6
3703,US,06/10/2021,Elizabeth Hopkins,10,4,8
3704,UK,08/02/2021,Christopher Donaldson,2,1,10
3705,US,24/11/2021,Joe Flores,11,4,0
3706,US,06/12/2021,Amy Butler,12,4,0
3707,US,17/03/2021,Jodi Williams,3,1,8
3708,UK,26/09/2021,Tammy Blair,9,3,9
3709,US,01/06/2021,Mary White,6,2,10
3710,UK,23/12/2021,Rebekah Robinson,12,4,6
3711,UK,09/09/2021,Betty Williams,9,3,3
3712,UK,13/11/2021,Andrew Ortega,11,4,8
3713,UK,11/03/2021,Vanessa Adams,3,1,10
3714,UK,25/05/2021,Hunter Gould,5,2,10
3715,MEX,22/09/2021,Leslie Snyder,9,3,9
3716,MEX,18/11/2021,Brenda Wood,11,4,1
3717,UK,01/05/2021,Brady Oneal,5,2,1
3718,US,12/08/2021,Jennifer Herring,8,3,7
3719,UK,26/07/2021,Samuel Fletcher,7,3,9
3720,US,30/10/2021,Marisa Boone,10,4,10
3721,US,26/07/2021,Melody Sanders,7,3,10
3722,UK,18/08/2021,Bruce Hamilton,8,3,9
3723,MEX,29/06/2021,Victor Fernandez,6,2,9
3724,UK,26/09/2021,Bonnie Ramirez,9,3,8
3725,MEX,10/02/2021,Jeremy Knight,2,1,10
3726,UK,17/08/2021,Beth Lopez,8,3,10
3727,MEX,24/09/2021,James Evans,9,3,9
3728,UK,01/03/2021,Richard Munoz,3,1,1
3729,UK,13/08/2021,Adrian Gordon,8,3,3
3730,MEX,03/05/2021,Sharon Allen,5,2,9
3731,US,26/01/2021,Jamie Sharp,1,1,9
3732,US,15/12/2021,Anthony Davis,12,4,5
3733,UK,06/11/2021,Susan Carter,11,4,10
3734,UK,17/01/2021,Jennifer Scott,1,1,10
3735,US,02/05/2021,Diana Harrington,5,2,5
3736,US,16/06/2021,Timothy Smith,6,2,10
3737,UK,09/04/2021,Dr. Christopher Hahn MD,4,2,4
3738,UK,26/10/2021,John Rogers,10,4,2
3739,UK,01/03/2021,Dana Moore,3,1,6
3740,UK,21/06/2021,Teresa Kim,6,2,10
3741,UK,07/04/2021,Stacy Becker,4,2,0
3742,MEX,16/02/2021,Michelle Le,2,1,10
3743,UK,23/04/2021,Steven Becker,4,2,10
3744,UK,12/12/2021,Timothy Campbell,12,4,10
3745,UK,01/01/2021,Timothy Campbell,1,1,10
3746,UK,19/12/2021,Carlos Glenn,12,4,9
3747,US,04/05/2021,Emily Jones,5,2,10
3748,MEX,05/03/2021,Heidi Peterson,3,1,2
3749,UK,05/10/2021,Deborah Guerra,10,4,10
3750,US,19/03/2021,Sarah Matthews,3,1,8
3751,US,24/09/2021,Steven Rodgers,9,3,7
3752,MEX,22/04/2021,Alejandro Casey,4,2,7
3753,UK,08/07/2021,Jennifer Mendoza,7,3,7
3754,UK,12/03/2021,Sarah Mitchell,3,1,8
3755,MEX,17/06/2021,Jerry Fowler,6,2,0
3756,US,20/10/2021,Ms. Allison Garcia,10,4,7
3757,UK,28/10/2021,Adam Morgan,10,4,10
3758,US,29/10/2021,Karen Robinson,10,4,10
3759,UK,17/12/2021,Vincent Parker,12,4,3
3760,MEX,05/05/2021,Terry Haynes,5,2,9
3761,UK,30/08/2021,Vincent Williams,8,3,8
3762,UK,14/07/2021,Kenneth Pearson,7,3,7
3763,UK,16/10/2021,Jesse Fischer,10,4,10
3764,US,22/07/2021,Andrea Cruz,7,3,2
3765,UK,10/01/2021,Guy Webb,1,1,5
3766,US,30/01/2021,Michael Smith,1,1,9
3767,UK,22/04/2021,Craig Hogan,4,2,6
3768,UK,20/01/2021,Trevor Simpson,1,1,10
3769,UK,19/12/2021,Rachel Banks,12,4,8
3770,UK,04/05/2021,Darren George,5,2,0
3771,US,02/11/2021,Angela Williams,11,4,5
3772,US,31/10/2021,Cole Moran,10,4,9
3773,US,24/09/2021,Harry Hogan,9,3,10
3774,US,09/04/2021,Mr. Jacob Martin,4,2,5
3775,US,05/07/2021,David Steele,7,3,10
3776,UK,13/05/2021,Sarah Horn,5,2,8
3777,US,02/05/2021,Brittany Davila,5,2,10
3778,MEX,27/11/2021,Katelyn Lawrence,11,4,0
3779,MEX,28/04/2021,Mia Clark,4,2,10
3780,US,17/06/2021,Stephanie Smith,6,2,0
3781,MEX,07/08/2021,Jennifer Black,8,3,10
3782,MEX,27/03/2021,Diana Silva,3,1,0
3783,US,13/01/2021,Jennifer Gay,1,1,0
3784,UK,24/04/2021,Cheryl Hill,4,2,9
3785,MEX,03/03/2021,Susan Smith,3,1,10
3786,MEX,15/02/2021,Daniel Davis,2,1,9
3787,US,26/07/2021,Pamela Pearson,7,3,10
3788,UK,18/04/2021,Seth Mcclure,4,2,0
3789,US,02/01/2021,Eric Hammond,1,1,10
3790,US,03/08/2021,Patricia Underwood,8,3,7
3791,US,24/04/2021,Laura Hernandez,4,2,10
3792,MEX,27/09/2021,Jillian Quinn,9,3,0
3793,MEX,26/03/2021,Shannon Ramirez,3,1,5
3794,MEX,03/12/2021,Taylor Rodriguez,12,4,8
3795,UK,09/12/2021,Jill Washington,12,4,9
3796,US,05/01/2021,Steven Harrington,1,1,8
3797,UK,20/05/2021,Meredith Thompson,5,2,7
3798,UK,20/06/2021,Denise Brown,6,2,2
3799,US,16/09/2021,Amanda Wheeler,9,3,7
3800,US,12/07/2021,Todd Long Jr.,7,3,0
3801,US,25/07/2021,Katherine Stephenson,7,3,10
3802,MEX,17/05/2021,Dana Crane,5,2,2
3803,UK,09/01/2021,Jerry Carter DVM,1,1,10
3804,MEX,05/01/2021,Jessica Russell,1,1,8
3805,US,09/09/2021,Jamie James,9,3,10
3806,US,07/09/2021,Linda Adams,9,3,6
3807,MEX,07/03/2021,Michael Mckinney,3,1,10
3808,US,20/12/2021,Andrew Bell,12,4,5
3809,UK,27/08/2021,Kurt Young,8,3,5
3810,MEX,20/06/2021,Dr. Laura Watson MD,6,2,5
3811,US,18/01/2021,Casey Fisher,1,1,9
3812,US,19/04/2021,Ashley Williams,4,2,3
3813,MEX,15/03/2021,Emily Sanchez,3,1,5
3814,MEX,27/11/2021,Amber Thomas,11,4,10
3815,US,10/02/2021,Norma Barton,2,1,8
3816,US,27/09/2021,Alexa Smith,9,3,0
3817,US,08/04/2021,Joanna Nielsen,4,2,10
3818,US,29/09/2021,Katrina Barr,9,3,9
3819,MEX,16/12/2021,Daniel Callahan,12,4,9
3820,MEX,20/04/2021,Richard Williams,4,2,6
3821,MEX,12/11/2021,Joyce Garrett,11,4,0
3822,MEX,12/05/2021,Andrew Saunders,5,2,10
3823,UK,02/05/2021,Charles Baker,5,2,9
3824,MEX,30/06/2021,Rachel Farley,6,2,10
3825,UK,09/09/2021,Brittany Smith,9,3,0
3826,MEX,07/07/2021,Melissa Ray,7,3,8
3827,US,15/12/2021,Joseph Evans,12,4,9
3828,US,12/07/2021,Morgan Young,7,3,10
3829,US,27/03/2021,Timothy Gutierrez,3,1,7
3830,US,22/11/2021,Laura Anderson,11,4,2
3831,UK,05/09/2021,Jacob Reynolds,9,3,4
3832,MEX,25/09/2021,Olivia Zimmerman,9,3,8
3833,UK,12/05/2021,Sarah Nelson,5,2,10
3834,US,22/08/2021,Christopher Ryan,8,3,10
3835,MEX,30/11/2021,Sandra Benton,11,4,6
3836,UK,11/04/2021,Wendy Moss,4,2,8
3837,UK,12/03/2021,Christopher Ramsey,3,1,8
3838,US,05/12/2021,David Johnson,12,4,10
3839,UK,14/09/2021,Sheila Bradley,9,3,10
3840,MEX,04/06/2021,Chelsea Reyes,6,2,10
3841,US,08/01/2021,Carolyn Lewis,1,1,10
3842,MEX,22/09/2021,Benjamin Smith,9,3,10
3843,UK,18/10/2021,Francisco Johnson,10,4,8
3844,US,23/04/2021,Timothy Baker,4,2,10
3845,MEX,07/10/2021,Timothy Zhang,10,4,6
3846,UK,15/09/2021,Mrs. Debbie Rios PhD,9,3,9
3847,MEX,20/06/2021,Scott Thompson,6,2,8
3848,US,27/03/2021,Mikayla Wright,3,1,0
3849,UK,15/06/2021,Diana Bailey,6,2,6
3850,MEX,07/10/2021,Mary Contreras,10,4,7
3851,UK,06/02/2021,Kathy Hester,2,1,5
3852,UK,09/03/2021,Melissa Farley,3,1,5
3853,US,29/07/2021,David Washington,7,3,6
3854,MEX,19/08/2021,Sarah Black,8,3,8
3855,US,22/05/2021,Jeffrey Caldwell,5,2,1
3856,MEX,19/12/2021,Douglas Martinez,12,4,9
3857,US,16/02/2021,Shawn Williamson,2,1,9
3858,MEX,29/12/2021,George Reese,12,4,7
3859,MEX,12/01/2021,Peter Meadows,1,1,8
3860,MEX,19/10/2021,James Cruz,10,4,10
3861,UK,24/10/2021,Lisa Kelly,10,4,8
3862,UK,23/11/2021,Jamie Bowers,11,4,6
3863,MEX,13/08/2021,Christopher Massey,8,3,9
3864,UK,08/05/2021,Thomas Thompson,5,2,5
3865,US,04/03/2021,Mary Church,3,1,0
3866,MEX,04/01/2021,Michael Bradley,1,1,10
3867,US,24/03/2021,Gregory Freeman,3,1,10
3868,US,14/07/2021,Richard Harris,7,3,0
3869,UK,24/12/2021,Julie Cannon,12,4,0
3870,UK,01/02/2021,Ralph Collier,2,1,9
3871,US,27/04/2021,Holly Arnold,4,2,0
3872,US,04/07/2021,Susan Sanders,7,3,0
3873,MEX,17/03/2021,Anne Schmidt,3,1,4
3874,MEX,28/11/2021,Bailey Torres,11,4,10
3875,MEX,12/06/2021,Michael Davis,6,2,10
3876,MEX,14/04/2021,Aaron Anderson,4,2,0
3877,UK,29/03/2021,Catherine Casey DVM,3,1,0
3878,MEX,14/04/2021,Phillip Rodriguez,4,2,9
3879,UK,03/07/2021,Joseph Reyes,7,3,10
3880,UK,01/05/2021,Anne Wheeler,5,2,5
3881,UK,04/07/2021,Jason Walker,7,3,0
3882,US,03/09/2021,Jeffrey Smith,9,3,0
3883,MEX,13/01/2021,Rebecca Stanley,1,1,10
3884,US,03/08/2021,Leah Benjamin,8,3,4
3885,UK,18/09/2021,Thomas Simmons,9,3,8
3886,MEX,14/02/2021,Lisa Burton,2,1,10
3887,UK,18/07/2021,Abigail Garcia,7,3,0
3888,MEX,14/10/2021,Michelle Knight,10,4,1
3889,MEX,16/02/2021,Kevin Cameron,2,1,2
3890,MEX,21/12/2021,Ryan Li,12,4,9
3891,MEX,04/02/2021,Meghan Williams,2,1,6
3892,US,13/10/2021,Philip Morrow,10,4,10
3893,MEX,24/01/2021,Alexander Miller,1,1,5
3894,UK,04/05/2021,Nathan Johnson,5,2,10
3895,US,17/01/2021,Courtney Brown,1,1,2
3896,UK,21/02/2021,Joseph Miller,2,1,0
3897,US,25/12/2021,Sonya Gonzalez,12,4,1
3898,UK,27/08/2021,Stephen Schmidt,8,3,10
3899,MEX,09/02/2021,Brian Rice,2,1,7
3900,US,04/03/2021,Katie Smith,3,1,2
3901,MEX,24/01/2021,Lisa Cunningham PhD,1,1,5
3902,MEX,19/06/2021,Theresa Byrd,6,2,7
3903,MEX,10/09/2021,Marissa Flores,9,3,9
3904,UK,29/09/2021,Natalie Mullen,9,3,9
3905,UK,24/11/2021,Ann Lopez,11,4,8
3906,UK,14/01/2021,Nicholas Roberts,1,1,10
3907,UK,26/10/2021,Gary Gomez,10,4,10
3908,MEX,05/10/2021,Erin Garcia,10,4,9
3909,US,27/01/2021,Curtis Vasquez,1,1,8
3910,US,20/01/2021,Gary Ramirez,1,1,9
3911,MEX,14/11/2021,Andrew Yates,11,4,10
3912,UK,08/06/2021,Jeff Yang,6,2,6
3913,US,23/12/2021,Linda Mcbride,12,4,2
3914,UK,01/08/2021,Angela Clark,8,3,10
3915,MEX,06/03/2021,Alexander Mccullough,3,1,10
3916,US,03/03/2021,James Lewis,3,1,0
3917,US,08/07/2021,John Carlson,7,3,3
3918,US,20/11/2021,Whitney Brown,11,4,0
3919,UK,01/08/2021,Laura Mason,8,3,10
3920,US,11/10/2021,Gabriela Reid,10,4,9
3921,MEX,22/12/2021,Rita Moss,12,4,8
3922,UK,31/08/2021,Andre Ruiz,8,3,1
3923,UK,13/08/2021,Edgar Wilson,8,3,10
3924,MEX,18/02/2021,Stephanie Mueller,2,1,3
3925,MEX,24/05/2021,Miss Lori Vasquez,5,2,6
3926,UK,14/11/2021,Jill Davis,11,4,0
3927,UK,20/10/2021,Mark Fisher,10,4,3
3928,MEX,16/06/2021,Jeffrey Massey,6,2,0
3929,UK,22/04/2021,Jessica Butler,4,2,7
3930,MEX,16/08/2021,Alan Baker,8,3,0
3931,US,22/06/2021,Andrew Silva,6,2,0
3932,US,16/11/2021,Larry Stevenson,11,4,10
3933,MEX,18/06/2021,Stephanie Pacheco,6,2,7
3934,US,25/10/2021,Robert Bryant,10,4,0
3935,US,06/03/2021,Jason Benson,3,1,10
3936,US,03/10/2021,Chloe Riley,10,4,10
3937,US,04/09/2021,Alicia Baker,9,3,0
3938,MEX,17/04/2021,Mrs. Amy Velez DVM,4,2,8
3939,MEX,03/06/2021,Anna Gonzalez,6,2,7
3940,US,21/03/2021,Laura Andrews,3,1,3
3941,MEX,23/03/2021,Tina Todd,3,1,4
3942,US,28/06/2021,Mary Freeman,6,2,10
3943,US,04/09/2021,Robert Johnson,9,3,3
3944,US,25/02/2021,Alicia Diaz,2,1,9
3945,US,07/01/2021,Joseph Cox,1,1,10
3946,MEX,06/09/2021,Joseph Rivera,9,3,0
3947,US,07/11/2021,Thomas Warren,11,4,0
3948,UK,06/11/2021,David Pearson,11,4,10
3949,UK,30/09/2021,Jared Patel,9,3,5
3950,MEX,07/02/2021,Michelle Delacruz,2,1,0
3951,UK,07/05/2021,Derek Beck,5,2,1
3952,MEX,04/01/2021,Gina Larsen,1,1,9
3953,US,22/03/2021,Meghan Jones,3,1,10
3954,US,13/07/2021,Jeffrey Riley,7,3,8
3955,UK,11/06/2021,Brittany Hodge,6,2,9
3956,MEX,25/09/2021,Sabrina Smith,9,3,9
3957,US,22/07/2021,Max Pierce,7,3,4
3958,UK,09/10/2021,Michael Vega,10,4,10
3959,MEX,17/04/2021,David Patterson,4,2,10
3960,UK,26/11/2021,Rebecca Santana,11,4,2
3961,UK,25/12/2021,Tracy Donovan,12,4,8
3962,US,08/01/2021,Karen Bauer,1,1,5
3963,UK,20/02/2021,Lynn Davis,2,1,10
3964,MEX,17/04/2021,Susan Martinez,4,2,10
3965,UK,24/09/2021,Leslie Brock,9,3,8
3966,UK,16/08/2021,Charles Mata,8,3,3
3967,MEX,11/03/2021,Brian Marquez,3,1,5
3968,MEX,07/02/2021,Deborah Young,2,1,0
3969,UK,15/09/2021,Eddie Jimenez,9,3,8
3970,MEX,04/02/2021,Karina Sanchez,2,1,6
3971,UK,20/09/2021,Antonio Gomez,9,3,8
3972,MEX,16/12/2021,Christopher Wiggins,12,4,9
3973,UK,08/01/2021,Daisy Ramirez,1,1,0
3974,UK,12/07/2021,Kevin Jones,7,3,2
3975,US,25/02/2021,Mr. Benjamin Love,2,1,9
3976,US,31/10/2021,Sheila Barton,10,4,0
3977,UK,22/05/2021,Jamie Smith,5,2,8
3978,UK,27/10/2021,Wendy Freeman,10,4,10
3979,US,20/11/2021,John Ramirez,11,4,9
3980,US,21/08/2021,Russell Jones,8,3,10
3981,UK,29/05/2021,Ian Mooney,5,2,0
3982,UK,12/04/2021,Jason Moore,4,2,8
3983,UK,25/12/2021,Benjamin Taylor,12,4,8
3984,US,17/07/2021,Frank Navarro,7,3,0
3985,MEX,16/10/2021,Alexander Davis,10,4,8
3986,MEX,20/09/2021,Melissa Hanson,9,3,5
3987,UK,03/01/2021,Danielle Bailey,1,1,8
3988,MEX,08/12/2021,Kelly Simpson,12,4,7
3989,MEX,14/07/2021,Lee Peterson,7,3,9
3990,UK,17/08/2021,Jessica Andrews,8,3,10
3991,MEX,28/05/2021,Andrew Walker,5,2,9
3992,US,28/12/2021,Adam Rodriguez,12,4,4
3993,US,11/01/2021,Scott Lopez,1,1,4
3994,US,05/11/2021,Samantha Simmons,11,4,8
3995,UK,29/08/2021,James Ramirez,8,3,9
3996,MEX,08/08/2021,Adriana Dillon,8,3,9
3997,UK,19/04/2021,Melanie Greene,4,2,10
3998,UK,08/06/2021,Ronald Palmer,6,2,4
3999,UK,22/01/2021,Ariel Pineda,1,1,9
4000,US,09/03/2021,David Owen,3,1,0
4001,US,03/02/2021,Brandi Hernandez,2,1,10
4002,US,14/01/2021,Jose Freeman,1,1,9
4003,US,28/12/2021,Jacob Tapia,12,4,3
4004,MEX,23/05/2021,Brian Davis,5,2,9
4005,US,28/01/2021,Deanna Terry,1,1,8
4006,UK,02/11/2021,Amanda Smith,11,4,9
4007,US,13/12/2021,Alan Murray,12,4,2
4008,MEX,28/02/2021,Timothy Wilkinson,2,1,10
4009,UK,27/12/2021,Matthew Larson,12,4,10
4010,US,03/09/2021,Erica Parker,9,3,10
4011,UK,20/07/2021,Brian Fuller,7,3,10
4012,US,09/07/2021,Brandi Lindsey,7,3,7
4013,UK,02/01/2021,Jessica Sanders,1,1,9
4014,UK,27/11/2021,Jimmy White,11,4,10
4015,US,04/09/2021,Ralph Baker,9,3,4
4016,UK,27/05/2021,Denise Moore,5,2,10
4017,UK,08/09/2021,Kathryn Ayers,9,3,9
4018,UK,25/09/2021,Connor Bruce,9,3,2
4019,UK,16/11/2021,Kayla Martinez,11,4,8
4020,MEX,16/08/2021,Sarah White,8,3,10
4021,MEX,02/05/2021,Tamara Smith,5,2,0
4022,UK,24/01/2021,Lance Green,1,1,0
4023,MEX,03/03/2021,Wesley Irwin,3,1,5
4024,MEX,11/05/2021,Kathryn Davis,5,2,10
4025,US,18/08/2021,Sharon Schroeder,8,3,0
4026,US,26/12/2021,Richard Jones,12,4,9
4027,MEX,18/08/2021,Katherine Cunningham,8,3,10
4028,US,04/10/2021,Denise Brown,10,4,7
4029,UK,29/10/2021,Bryan Copeland,10,4,8
4030,MEX,11/02/2021,Tyler Vaughn,2,1,10
4031,MEX,07/08/2021,Kimberly Lucero,8,3,1
4032,UK,18/07/2021,Frank Stephenson,7,3,7
4033,UK,07/09/2021,William Rose,9,3,5
4034,US,23/02/2021,Joseph Duke,2,1,9
4035,MEX,12/09/2021,Lee Williams,9,3,9
4036,UK,13/08/2021,Paul Mcclure,8,3,5
4037,MEX,26/01/2021,Gregory Osborne,1,1,8
4038,US,10/04/2021,Jonathan Evans,4,2,5
4039,MEX,27/08/2021,Michael Roberts,8,3,0
4040,UK,22/11/2021,Mike Shepherd,11,4,10
4041,UK,29/07/2021,Margaret Rose,7,3,10
4042,US,10/08/2021,Kimberly Russell,8,3,1
4043,MEX,09/05/2021,Jacob Cannon,5,2,10
4044,US,05/01/2021,Keith Fernandez,1,1,10
4045,US,17/09/2021,Matthew Webb,9,3,10
4046,UK,02/04/2021,Jessica Vasquez,4,2,8
4047,MEX,30/06/2021,Bryan Smith,6,2,10
4048,UK,15/03/2021,Michael Rocha,3,1,5
4049,US,29/03/2021,Mr. Aaron Baker DVM,3,1,9
4050,UK,07/01/2021,Jose Thompson,1,1,3
4051,MEX,26/10/2021,Dr. Jennifer Murray,10,4,7
4052,MEX,01/11/2021,Colton Higgins,11,4,10
4053,UK,23/02/2021,Charles Lara,2,1,8
4054,US,29/06/2021,Collin Wood,6,2,10
